,final_price,list_price,bedrooms,bathrooms,sqft,parking,type,full_address,lat,long
2199,2000000.0,2180000.0,4.52,4.0,3000.0,4.0,3,"227 Banbury Rd, Toronto ",43.74923302309384,-79.36571002148132
2200,1630000.0,1649000.0,4.0,2.0,,2.0,3,"156 St Clements Ave, Toronto ",43.71181827407407,-79.40451588148149
2201,595000.0,649000.0,2.53,2.0,2000.0,4.0,3,"922A Danforth Rd, Toronto ",43.7305676,-79.2511235
2202,1520000.0,1598800.0,4.51,4.0,,2.0,3,"128 Cassandra Blvd, Toronto ",43.7518513,-79.3285604
2203,855000.0,899900.0,3.51,4.0,,3.0,3,"202 Gary Dr, Toronto ",43.71098308333333,-79.51987075
2204,595000.0,598000.0,3.0,2.0,,1.0,1,"274 Mclevin Ave, Toronto ",43.806466783999994,-79.22529967199999
2205,2690000.0,2868000.0,4.53,5.0,,6.0,3,"23 Aldershot Cres, Toronto ",43.75374706,-79.40221034
2206,763800.0,699900.0,3.51,2.0,,2.0,2,"110 Corinthian Blvd, Toronto ",43.79229449375831,-79.32877882273584
2207,815000.0,819900.0,3.51,2.0,,4.0,2,"14 Watney Cres, Toronto ",43.74456370335293,-79.50481660117437
2208,1170000.0,1198000.0,3.51,2.0,3000.0,2.0,3,"2620 Lake Shore Blvd W, Toronto ",43.605096114678574,-79.49165001846765
2209,861000.0,864900.0,3.53,2.0,2000.0,5.0,3,"21 Paragon Rd, Toronto ",43.689792,-79.54633340000002
2210,2225000.0,2399500.0,4.51,5.0,,4.0,3,"94 Holmes Ave, Toronto ",43.779235514285716,-79.40808489999998
2211,2000000.0,2180000.0,4.52,4.0,,4.0,3,"227 Banbury Rd, Toronto ",43.74923302309384,-79.36571002148132
2212,748900.0,748800.0,3.51,2.0,,4.0,3,"149 Clappison Blvd, Toronto ",43.78775920253541,-79.14167916069928
2213,1400000.0,1489000.0,3.52,3.0,1500.0,4.0,3,"19 Treeline Crt, Toronto ",43.6310955,-79.56854873386075
2214,840000.0,850000.0,3.0,4.0,,4.0,3,"30 Rockport Dr, Toronto ",43.77288013756319,-79.1401627074101
2215,655000.0,649000.0,3.0,2.0,1500.0,3.0,3,"127 Hadrian Dr, Toronto ",43.71492525847021,-79.54287254259438
2216,1038000.0,1299000.0,4.0,2.0,3000.0,4.0,3,"23 Larabee Cres, Toronto ",43.753953183598334,-79.33697211156547
2217,685000.0,699000.0,3.51,3.0,2500.0,2.0,2,"117 Purvis Cres, Toronto ",43.79483043862089,-79.22950157255187
2218,730000.0,749000.0,4.52,3.0,,5.0,2,"81 Duncanwoods Dr, Toronto ",43.75086284005431,-79.56288455591032
2219,1170000.0,1199999.0,3.0,4.0,,2.0,3,"32B Manitoba St, Toronto ",43.62207565555556,-79.49876032222222
2220,1185000.0,1268950.0,2.51,2.0,,2.0,3,"195 Berry Rd, Toronto ",43.635678999999996,-79.49465244681626
2221,660000.0,699000.0,2.0,1.0,3000.0,1.0,3,"183 Melrose St, Toronto ",43.62075518461538,-79.49570013076921
2222,2388000.0,2388000.0,2.52,3.0,,4.0,3,"85 Baby Point Cres, Toronto ",43.6548463,-79.50104759999998
2223,1300300.0,1329800.0,4.54,8.0,1500.0,2.0,3,"63 Stonebridge Blvd, Toronto ",43.80262025,-79.3229905
2224,790000.0,799000.0,4.51,4.0,3000.0,1.0,1,"2 Zezel Way, Toronto ",43.7650501,-79.2750025
2225,1770000.0,1499000.0,3.51,3.0,,4.0,3,"38 Dorval Rd, Toronto ",43.65741738,-79.45503922
2226,1170000.0,1199999.0,3.0,4.0,3000.0,2.0,3,"32B Manitoba St, Toronto ",43.62207565555556,-79.49876032222222
2227,2888000.0,2498000.0,3.51,4.0,,6.0,3,"33 Old Mill Terr, Toronto ",43.64898343889222,-79.49754551332565
2228,1245000.0,1299000.0,4.51,4.0,3000.0,1.0,3,"29 A Westbourne Ave, Toronto ",43.70140805,-79.289342625
2229,1038000.0,1299000.0,4.0,2.0,,4.0,3,"23 Larabee Cres, Toronto ",43.753953183598334,-79.33697211156547
2230,818500.0,819900.0,3.51,2.0,,3.0,3,"68 Droxford Ave, Toronto ",43.7394982,-79.3009049875
2231,2888000.0,2498000.0,3.51,4.0,,6.0,3,"33 Old Mill Terr, Toronto ",43.64898343889222,-79.49754551332565
2232,2180000.0,1988000.0,4.0,3.0,1500.0,6.0,3,"30 Deepwood Cres, Toronto ",43.737754966660155,-79.335448271061
2233,530000.0,519649.0,3.52,3.0,,2.0,1,"116 Bradstone Sq, Toronto ",43.81160313562718,-79.23178272208287
2234,798000.0,779000.0,4.0,2.0,,3.0,2,"26 Guernsey Dr, Toronto ",43.65008607391158,-79.57360308555039
2235,1750000.0,1889000.0,4.51,5.0,,6.0,3,"24 Amesbury Dr, Toronto ",43.70148614624763,-79.4814031592674
2236,693000.0,599000.0,3.52,3.0,,3.0,2,"91 Petworth Cres, Toronto ",43.799918891236345,-79.28911816166641
2237,1400000.0,1489000.0,3.52,3.0,,4.0,3,"19 Treeline Crt, Toronto ",43.6310955,-79.56854873386075
2238,840000.0,869000.0,3.53,2.0,2500.0,3.0,3,"4 Black Creek Blvd, Toronto ",43.67721008,-79.49664544
2239,1087000.0,1148000.0,4.0,2.0,,2.0,3,"30 Halkin Cres, Toronto ",43.728892111507825,-79.3124730317378
2240,680000.0,699000.0,2.51,2.0,3000.0,1.0,2,"1 Billington Cres W, Toronto ",43.7655187,-79.3307795
2241,1985000.0,1998000.0,4.0,3.0,2000.0,6.0,3,"8 Overbank Cres, Toronto ",43.755314959666215,-79.32637907007336
2242,2556000.0,2295000.0,4.51,4.0,,1.0,3,"56 Regal Rd, Toronto ",43.67496555901253,-79.43623510862456
2243,830000.0,855000.0,2.0,1.0,3000.0,2.0,3,"8 Strader Ave, Toronto ",43.69399562,-79.4393182
2244,1195000.0,1049000.0,3.51,2.0,,1.0,3,"52 Badger Dr, Toronto ",43.634069,-79.51343051889407
2245,992000.0,799900.0,2.0,1.0,,0.0,2,"3 Virtue St, Toronto ",43.6417839,-79.4404496
2246,1087000.0,1148000.0,4.0,2.0,,2.0,3,"30 Halkin Cres, Toronto ",43.728892111507825,-79.3124730317378
2247,2105000.0,2275000.0,3.51,4.0,,2.0,3,"223 Glendonwynne Rd, Toronto ",43.6584416,-79.47055759958847
2248,910000.0,948999.0,4.51,5.0,,2.0,3,"236 Danzig St, Toronto ",43.765139590660716,-79.1812141356455
2249,845000.0,869900.0,3.51,3.0,,4.0,3,"68 Kitchener Rd, Toronto ",43.75914735454545,-79.18665055454545
2250,840000.0,850000.0,3.0,4.0,,4.0,3,"30 Rockport Dr, Toronto ",43.77288013756319,-79.1401627074101
2251,2285000.0,2295000.0,4.0,4.0,3500.0,3.0,3,"33 Glenarden Rd, Toronto ",43.70166533333333,-79.43355683333333
2252,980000.0,899888.0,2.51,2.0,3000.0,3.0,3,"36 Ashmore Ave, Toronto ",43.627713,-79.5108689102564
2253,1985000.0,1998000.0,4.0,3.0,,6.0,3,"8 Overbank Cres, Toronto ",43.755314959666215,-79.32637907007336
2254,980000.0,899888.0,2.51,2.0,,3.0,3,"36 Ashmore Ave, Toronto ",43.627713,-79.5108689102564
2255,1395000.0,1399900.0,3.0,3.0,2000.0,2.0,3,"48 Pickering St, Toronto ",43.681749125,-79.29065815
2256,840000.0,850000.0,3.0,4.0,,4.0,3,"30 Rockport Dr, Toronto ",43.77288013756319,-79.1401627074101
2257,4450000.0,5195000.0,4.0,5.0,,2.0,3,"67 Roxborough Dr, Toronto ",43.68068718159019,-79.37896351075565
2258,765000.0,779000.0,3.51,2.0,2000.0,2.0,3,"3 Hinton Rd, Toronto ",43.7284664,-79.5643608
2259,780000.0,699900.0,2.52,2.0,2000.0,5.0,3,"83 Greendale Ave, Toronto ",43.67958077916667,-79.48876997083335
2260,1401000.0,1288000.0,4.0,3.0,,1.0,2,"128 Fulton Ave, Toronto ",43.68301771428571,-79.35236542857143
2261,1550000.0,1680000.0,4.51,4.0,,6.0,3,"134 Elinor Ave, Toronto ",43.7535977,-79.3044830857143
2262,1087000.0,1148000.0,4.0,2.0,1500.0,2.0,3,"30 Halkin Cres, Toronto ",43.728892111507825,-79.3124730317378
2263,1350000.0,1150000.0,3.0,2.0,2500.0,4.0,2,"220 Glengarry Ave, Toronto ",43.7237232,-79.4129239181818
2264,720000.0,699000.0,3.52,4.0,3000.0,2.0,2,"79 Kerbar Rd, Toronto ",43.804511371750365,-79.3000051916584
2265,1200000.0,1199000.0,3.51,2.0,2500.0,1.0,3,"158 Soudan Ave, Toronto ",43.7056149,-79.39244120000002
2266,780000.0,699900.0,2.52,2.0,,5.0,3,"83 Greendale Ave, Toronto ",43.67958077916667,-79.48876997083335
2267,1005000.0,1015000.0,4.51,3.0,,4.0,3,"26 Aragon Ave, Toronto ",43.77454598944486,-79.3025289759552
2268,735000.0,649900.0,3.51,1.0,,2.0,3,"26 Seventeenth St, Toronto ",43.599745268,-79.51669749199999
2269,840000.0,850000.0,3.0,4.0,,4.0,3,"30 Rockport Dr, Toronto ",43.77288013756319,-79.1401627074101
2270,1985000.0,1998000.0,4.0,3.0,,6.0,3,"8 Overbank Cres, Toronto ",43.755314959666215,-79.32637907007336
2271,1970000.0,1799000.0,3.51,3.0,,2.0,3,"47 Glenholme Ave, Toronto ",43.676881,-79.43765904844722
2272,1195000.0,1049000.0,3.51,2.0,,1.0,3,"52 Badger Dr, Toronto ",43.634069,-79.51343051889407
2273,1785000.0,1798000.0,3.51,1.0,3000.0,3.0,3,"177 Alfred Ave, Toronto ",43.76751855000001,-79.399082225
2274,840000.0,850000.0,3.0,4.0,,4.0,3,"30 Rockport Dr, Toronto ",43.77288013756319,-79.1401627074101
2275,1185000.0,1268950.0,2.51,2.0,,2.0,3,"195 Berry Rd, Toronto ",43.635678999999996,-79.49465244681626
2276,1100000.0,1100000.0,5.51,4.0,3500.0,2.0,3,"9 Closson Dr, Toronto ",43.787637679935436,-79.15236663682086
2277,1770000.0,1499000.0,3.51,3.0,,4.0,3,"38 Dorval Rd, Toronto ",43.65741738,-79.45503922
2278,725000.0,729000.0,3.51,2.0,,4.0,2,"9 Habitant Dr, Toronto ",43.740097360222386,-79.53668708670341
2279,1800000.0,1898000.0,4.0,3.0,,6.0,3,"55 Burnhamthorpe Park Blvd, Toronto ",43.6517932120004,-79.53845735382923
2280,760000.0,699900.0,3.51,2.0,,3.0,3,"108 Benjamin Blvd, Toronto ",43.72918817304901,-79.26044962615238
2281,1835000.0,1880000.0,4.53,6.0,,2.0,3,"93 Pleasant View Dr, Toronto ",43.78433484993232,-79.33373402944103
2282,2050000.0,1685000.0,4.51,4.0,3500.0,1.0,3,"50 Langford Ave, Toronto ",43.6810815,-79.34119297826086
2283,727000.0,750000.0,3.52,2.0,3000.0,3.0,3,"814 Brimorton Dr, Toronto ",43.77095408,-79.22015546
2284,1605000.0,1559000.0,4.0,2.0,,4.0,3,"123 Chaplin Cres, Toronto ",43.69816566666667,-79.40460033333333
2285,652500.0,729900.0,3.0,1.0,1500.0,1.0,3,"23 Cremorne Ave, Toronto ",43.621775728571436,-79.50206954285714
2286,3800000.0,3850000.0,5.0,5.0,1100.0,2.0,3,"69 Garfield Ave, Toronto ",43.688122611764705,-79.37976046470588
2287,3725000.0,3895000.0,4.52,4.0,,3.0,3,"440 Heath St E, Toronto ",43.6945951,-79.37337289999998
2288,910000.0,919000.0,3.0,2.0,3500.0,2.0,1,"94 Milton St, Toronto ",43.623369707692305,-79.49550757692306
2289,2000000.0,1899000.0,4.52,5.0,,4.0,3,"210 Armour Blvd, Toronto ",43.74430336,-79.43324924
2290,879000.0,879000.0,3.0,2.0,,1.0,1,"220 Berkeley St, Toronto ",43.657744410810814,-79.36688915405405
2291,1800000.0,1898000.0,4.0,3.0,2000.0,6.0,3,"55 Burnhamthorpe Park Blvd, Toronto ",43.6517932120004,-79.53845735382923
2292,1055000.0,1150000.0,5.52,4.0,,3.0,3,"450 Symington Ave, Toronto ",43.66920274705883,-79.4528511117647
2293,781000.0,678000.0,3.0,2.0,,1.0,2,"223 Silverthorn Ave, Toronto ",43.67929763783784,-79.46171401081081
2294,549900.0,549900.0,2.0,1.0,3500.0,0.0,3,"357 Silverthorn Ave, Toronto ",43.68320040909091,-79.46330576363638
2295,750000.0,749900.0,3.0,1.0,,4.0,3,"89 Mccowan Rd, Toronto ",43.73253895,-79.23535770000002
2296,7100000.0,7480000.0,5.0,7.0,,2.0,3,"22 Glenayr Rd, Toronto ",43.6904994,-79.4180704
2297,752888.0,763888.0,4.52,3.0,2000.0,2.0,2,"33 Rakewood Cres, Toronto ",43.80287759416903,-79.30216352296344
2298,1800000.0,1898000.0,4.0,3.0,5000.0,6.0,3,"55 Burnhamthorpe Park Blvd, Toronto ",43.6517932120004,-79.53845735382923
2299,660000.0,699786.0,3.53,2.0,,2.0,2,"52 Demaris Ave, Toronto ",43.756651032295714,-79.51161797755468
2300,860000.0,749900.0,3.0,2.0,,0.0,2,"2075 Gerrard St E, Toronto ",43.6823321,-79.3066632
2301,2365000.0,1999000.0,7.51,3.0,2500.0,4.0,3,"228 Rusholme Rd, Toronto ",43.656758843243246,-79.4298402
2302,3725000.0,3895000.0,4.52,4.0,5000.0,3.0,3,"440 Heath St E, Toronto ",43.6945951,-79.37337289999998
2303,879000.0,879000.0,3.0,2.0,,1.0,1,"220 Berkeley St, Toronto ",43.657744410810814,-79.36688915405405
2304,1021000.0,938800.0,3.0,3.0,,4.0,3,"68 Sylvan Ave, Toronto ",43.73141425540416,-79.21318408103474
2305,963000.0,898000.0,2.51,2.0,,5.0,3,"68 Westleigh Cres, Toronto ",43.59678169231033,-79.55015137125181
2306,1300000.0,1349900.0,3.52,4.0,2000.0,2.0,2,"105 Lamb Ave, Toronto ",43.680841303448275,-79.32868151034481
2307,3800000.0,3850000.0,5.0,5.0,,2.0,3,"69 Garfield Ave, Toronto ",43.688122611764705,-79.37976046470588
2308,615000.0,625000.0,3.0,2.0,,3.0,3,"19 United Sq, Toronto ",43.79816323924069,-79.21046075046165
2309,860000.0,749900.0,3.0,2.0,,0.0,2,"2075 Gerrard St E, Toronto ",43.6823321,-79.3066632
2310,1160000.0,1189000.0,3.0,2.0,2000.0,2.0,3,"239 Hiawatha Rd, Toronto ",43.6752645,-79.3242189
2311,925000.0,899000.0,3.0,2.0,3500.0,1.0,3,"1357A Pape Ave, Toronto ",43.6967731,-79.349165
2312,725000.0,699000.0,3.0,2.0,,1.0,3,"1211 Queen St E, Toronto ",43.66289885555556,-79.33120438888889
2313,627000.0,649900.0,2.51,2.0,1500.0,5.0,3,"90 Vanbrugh Ave, Toronto ",43.71116025,-79.25577383333334
2314,963000.0,898000.0,2.51,2.0,,5.0,3,"68 Westleigh Cres, Toronto ",43.59678169231033,-79.55015137125181
2315,930000.0,799000.0,3.0,2.0,,2.0,2,"43 Hounslow Heath Rd, Toronto ",43.673096152683314,-79.45872018104913
2316,650000.0,675000.0,3.0,1.0,3500.0,4.0,3,"39 Poplar Rd, Toronto ",43.7539736,-79.18569516923077
2317,2050000.0,1685000.0,4.51,4.0,,1.0,3,"50 Langford Ave, Toronto ",43.6810815,-79.34119297826086
2318,810000.0,699900.0,2.51,2.0,,1.0,3,"124 Northland Ave, Toronto ",43.67783679,-79.47890362
2319,861000.0,798000.0,3.0,2.0,,2.0,2,"27 Cornerbrook Dr, Toronto ",43.743433840427606,-79.32785141803572
2320,1245000.0,1199000.0,2.0,2.0,3000.0,6.0,3,"18 Statler Ave, Toronto ",43.637413,-79.54565536931818
2321,1100000.0,999000.0,3.0,2.0,,1.0,2,"454 Montrose Ave, Toronto ",43.661740403225814,-79.42053973225806
2322,1350000.0,1099000.0,2.51,2.0,3500.0,2.0,3,"6 Glenaden Ave W, Toronto ",43.64293050000001,-79.50387959512365
2323,2750000.0,2846000.0,4.51,5.0,2500.0,2.0,3,"46 Reid Manor, Toronto ",43.63935100000001,-79.50576343023255
2324,7100000.0,7480000.0,5.0,7.0,,2.0,3,"22 Glenayr Rd, Toronto ",43.6904994,-79.4180704
2325,1371000.0,1249000.0,3.0,3.0,,2.0,3,"42 Claymore Dr, Toronto ",43.636815915052395,-79.51378234842981
2326,940000.0,949000.0,3.0,2.0,,2.0,3,"16 Aberlady Rd, Toronto ",43.6305785,-79.516046202377
2327,808000.0,838000.0,2.0,2.0,,1.0,3,"109 Bowie Ave, Toronto ",43.696322469230786,-79.45633179230771
2328,2050000.0,1685000.0,4.51,4.0,,1.0,3,"50 Langford Ave, Toronto ",43.6810815,-79.34119297826086
2329,575000.0,599900.0,2.0,1.0,2000.0,1.0,3,"161 South Edgely Ave, Toronto ",43.703067791873686,-79.26296936611395
2330,1135000.0,1099000.0,3.51,3.0,3000.0,5.0,3,"99 Charleswood Dr, Toronto ",43.73671320588874,-79.44151131588343
2331,1021000.0,938800.0,3.0,3.0,1500.0,4.0,3,"68 Sylvan Ave, Toronto ",43.73141425540416,-79.21318408103474
2332,3800000.0,3850000.0,5.0,5.0,3000.0,2.0,3,"69 Garfield Ave, Toronto ",43.688122611764705,-79.37976046470588
2333,1835000.0,1880000.0,4.53,6.0,,2.0,3,"93 Pleasant View Dr, Toronto ",43.78433484993232,-79.33373402944103
2334,1135000.0,1099000.0,3.51,3.0,,5.0,3,"99 Charleswood Dr, Toronto ",43.73671320588874,-79.44151131588343
2335,1371000.0,1249000.0,3.0,3.0,,2.0,3,"42 Claymore Dr, Toronto ",43.636815915052395,-79.51378234842981
2336,940000.0,949000.0,3.0,2.0,1100.0,2.0,3,"16 Aberlady Rd, Toronto ",43.6305785,-79.516046202377
2337,750000.0,749900.0,3.0,1.0,3500.0,4.0,3,"89 Mccowan Rd, Toronto ",43.73253895,-79.23535770000002
2338,808000.0,838000.0,2.0,2.0,,1.0,3,"109 Bowie Ave, Toronto ",43.696322469230786,-79.45633179230771
2339,925000.0,899000.0,3.0,2.0,,1.0,3,"1357A Pape Ave, Toronto ",43.6967731,-79.349165
2340,776000.0,759000.0,4.51,2.0,2000.0,4.0,2,"56 Marbury Cres, Toronto ",43.765280594794454,-79.33560947227394
2341,817000.0,829900.0,3.0,2.0,3000.0,2.0,3,"87 Riverhead Dr, Toronto ",43.7323347,-79.56962790000001
2342,1300000.0,1349900.0,3.52,4.0,,2.0,2,"105 Lamb Ave, Toronto ",43.680841303448275,-79.32868151034481
2343,7100000.0,7480000.0,5.0,7.0,,2.0,3,"22 Glenayr Rd, Toronto ",43.6904994,-79.4180704
2344,1225000.0,1090000.0,2.51,2.0,5000.0,2.0,3,"122 Homewood Ave, Toronto ",43.666992,-79.376188
2345,925000.0,899000.0,3.0,2.0,,1.0,3,"1357A Pape Ave, Toronto ",43.6967731,-79.349165
2346,2050000.0,1685000.0,4.51,4.0,1500.0,1.0,3,"50 Langford Ave, Toronto ",43.6810815,-79.34119297826086
2347,1135000.0,1099000.0,3.51,3.0,,5.0,3,"99 Charleswood Dr, Toronto ",43.73671320588874,-79.44151131588343
2348,725000.0,699000.0,3.0,2.0,,1.0,3,"1211 Queen St E, Toronto ",43.66289885555556,-79.33120438888889
2349,1025000.0,999999.0,2.51,2.0,,4.0,3,"48 Cork Ave, Toronto ",43.71383336,-79.45144598
2350,690000.0,699900.0,3.51,3.0,,2.0,2,"192 Sixth St, Toronto ",43.603639,-79.5053759
2351,1300000.0,1089000.0,3.51,2.0,,2.0,2,"540 Roxton Rd, Toronto ",43.6615373,-79.42427471666667
2352,7100000.0,7480000.0,5.0,7.0,,2.0,3,"22 Glenayr Rd, Toronto ",43.6904994,-79.4180704
2353,2000000.0,1899000.0,4.52,5.0,1100.0,4.0,3,"210 Armour Blvd, Toronto ",43.74430336,-79.43324924
2354,603000.0,599000.0,3.0,1.0,,6.0,2,"11 Giltspur Dr, Toronto ",43.73458055,-79.51119455
2355,1685000.0,1738000.0,4.0,4.0,,4.0,3,"3 Ashmount Cres, Toronto ",43.6866724,-79.5452229
2356,1125000.0,1049000.0,3.51,2.0,,4.0,3,"56 Larstone Ave, Toronto ",43.634316045622064,-79.51454937786633
2357,1000800.0,977000.0,3.0,3.0,,2.0,3,"43 Bowater Dr, Toronto ",43.7814636,-79.31306479999998
2358,951000.0,819000.0,3.0,2.0,2000.0,1.0,2,"16 Springdale Blvd, Toronto ",43.68576801666666,-79.33302782222222
2359,828000.0,899900.0,4.51,4.0,,2.0,1," 110 Frederick Tisdale Dr, Toronto ",43.7351883,-79.4766058
2360,765900.0,729900.0,3.0,2.0,,1.0,3,"40 Willsteven Dr, Toronto ",43.75737724283331,-79.22160973281879
2361,1099000.0,1099000.0,3.0,2.0,2500.0,1.0,3,"6 Springmount Ave, Toronto ",43.70232100000001,-79.51382679999998
2362,1207000.0,899900.0,4.51,3.0,,0.0,2,"460 Strathmore Blvd, Toronto ",43.68564981304348,-79.31784755217392
2363,2318000.0,2150000.0,3.0,2.0,,2.0,3,"32 Oriole Gdns, Toronto ",43.690865,-79.39811
2364,2480000.0,2499000.0,4.51,5.0,,4.0,3,"40 Divadale Dr, Toronto ",43.7138619,-79.372972
2365,2525000.0,2599000.0,4.51,4.0,,4.0,3,"101 Bideford Ave, Toronto ",43.7455046,-79.425618
2366,1300000.0,1168000.0,3.51,2.0,,0.0,1,"8 Kennedy Ave, Toronto ",43.646411896875,-79.473498184375
2367,900000.0,929000.0,3.0,2.0,5000.0,3.0,2,"171 Aldercrest Rd, Toronto ",43.60471022307693,-79.54035206153846
2368,836000.0,769900.0,4.0,2.0,,2.0,2,"96 Torbrick Rd, Toronto ",43.67703529999999,-79.32751182857143
2369,750000.0,599000.0,2.51,2.0,,2.0,3,"240 Prescott Ave, Toronto ",43.680263,-79.4600993
2370,867000.0,849900.0,3.0,2.0,,1.0,2,"123 Kingston Rd, Toronto ",43.66940815,-79.31127635
2371,990000.0,899900.0,3.0,2.0,,1.0,1,"24 Ashland Ave, Toronto ",43.66822769285713,-79.31625721785714
2372,1750000.0,1898000.0,4.0,3.0,2500.0,2.0,3,"2 Claxton Blvd, Toronto ",43.68830420000001,-79.4231075
2373,750000.0,599000.0,2.51,2.0,,2.0,3,"240 Prescott Ave, Toronto ",43.680263,-79.4600993
2374,1750000.0,1898000.0,4.0,3.0,,2.0,3,"2 Claxton Blvd, Toronto ",43.68830420000001,-79.4231075
2375,940000.0,899000.0,2.52,2.0,,1.0,3,"36 Holland Park Ave, Toronto ",43.68676023333333,-79.43681699999998
2376,1675500.0,1699999.0,3.51,3.0,,2.0,2,"185 Beech Ave, Toronto ",43.67551942173913,-79.28863651304347
2377,749000.0,749000.0,4.51,4.0,3500.0,2.0,3,"57 Chartland Blvd, Toronto ",43.80174151444057,-79.28245943770341
2378,1565000.0,1350000.0,5.0,5.0,,4.0,3,"51 Elder Ave, Toronto ",43.59826098235293,-79.52808462941177
2379,1850000.0,1899000.0,4.51,3.0,,2.0,3,"153 Hillsdale Ave E, Toronto ",43.70420399029126,-79.39327488349514
2380,989000.0,999800.0,3.0,3.0,,1.0,2,"332 Springdale Blvd, Toronto ",43.689443665,-79.31587320000001
2381,860000.0,799900.0,2.51,2.0,1100.0,2.0,3,"152 Pickering St, Toronto ",43.68344702424242,-79.29136743030303
2382,1669687.0,1749000.0,3.51,3.0,,2.0,3,"534 Castlefield Ave, Toronto ",43.7077634250035,-79.41923885531837
2383,1430000.0,1489000.0,4.52,4.0,1100.0,7.0,3,"8 Putney Rd, Toronto ",43.60463060000001,-79.55344649235306
2384,705000.0,699000.0,3.0,2.0,,2.0,3,"2 Warnica Ave, Toronto ",43.6229292,-79.5273475
2385,1106000.0,899900.0,3.0,2.0,2500.0,0.0,2,"35 Firstbrooke Rd, Toronto ",43.678546842105256,-79.30617191052632
2386,2580000.0,2488800.0,4.0,3.0,,4.0,3,"28 Yewfield Cres, Toronto ",43.7494724642706,-79.34485548310995
2387,652500.0,658800.0,3.0,4.0,,2.0,3,"41 Andona Cres, Toronto ",43.7932117,-79.14430949999998
2388,659000.0,649900.0,3.0,3.0,,2.0,1,"27 Port Union Rd, Toronto ",43.77739596666667,-79.1355972
2389,1888000.0,1549000.0,4.51,5.0,,2.0,2,"703 Carlaw Ave, Toronto ",43.6773614,-79.34665013333334
2390,1465000.0,1299000.0,5.0,3.0,2500.0,1.0,3,"93 Woodycrest Ave, Toronto ",43.683095314285715,-79.3429453
2391,700000.0,725000.0,2.0,1.0,1100.0,1.0,3,"95 Lake Cres, Toronto ",43.60618604285714,-79.49641051190477
2392,832000.0,838800.0,3.52,4.0,2500.0,7.0,3,"21 Lovilla Blvd, Toronto ",43.717419302433385,-79.53254642754973
2393,610000.0,549900.0,3.51,3.0,,1.0,2,"36 John Stoner Dr, Toronto ",43.81266505573754,-79.20870527545247
2394,990000.0,899900.0,3.0,2.0,,1.0,1,"24 Ashland Ave, Toronto ",43.66822769285713,-79.31625721785714
2395,710000.0,599900.0,2.51,2.0,,4.0,3,"40 Westview Blvd, Toronto ",43.70757188071784,-79.30997333822882
2396,836000.0,769900.0,4.0,2.0,2000.0,2.0,2,"96 Torbrick Rd, Toronto ",43.67703529999999,-79.32751182857143
2397,3010000.0,2799900.0,4.52,3.0,,2.0,3,"414 Palmerston Blvd, Toronto ",43.659950172222224,-79.41195421666667
2398,625000.0,599900.0,3.0,2.0,,6.0,2,"593 Danforth Rd, Toronto ",43.7124511,-79.2620519
2399,2480000.0,2499000.0,4.51,5.0,3000.0,4.0,3,"40 Divadale Dr, Toronto ",43.7138619,-79.372972
2400,1675500.0,1699999.0,3.51,3.0,,2.0,2,"185 Beech Ave, Toronto ",43.67551942173913,-79.28863651304347
2401,1355000.0,1449000.0,2.0,2.0,,3.0,3,"163 Royalavon Cres, Toronto ",43.64981400989765,-79.53609661817245
2402,3010000.0,2799900.0,4.52,3.0,,2.0,3,"414 Palmerston Blvd, Toronto ",43.659950172222224,-79.41195421666667
2403,1940000.0,1998800.0,3.51,3.0,,1.0,3,"136 Silver Birch Ave, Toronto ",43.674805813953476,-79.28604609302326
2404,940000.0,899000.0,2.52,2.0,,1.0,3,"36 Holland Park Ave, Toronto ",43.68676023333333,-79.43681699999998
2405,1725000.0,1599999.0,4.52,5.0,2500.0,1.0,3,"47 Albani St, Toronto ",43.603600010810815,-79.49574690810809
2406,960000.0,950000.0,3.0,3.0,,1.0,3,"12 Elma St, Toronto ",43.608305023529404,-79.49582273921568
2407,3708880.0,3988000.0,4.52,7.0,,4.0,3,"26 Danville Dr, Toronto ",43.75015812,-79.39527164
2408,1375000.0,1399000.0,3.51,3.0,,3.0,3,"2 Minden Cres, Toronto ",43.636297,-79.49521246126483
2409,1738000.0,1679000.0,3.51,3.0,,3.0,3,"74 Brentwood Rd S, Toronto ",43.64415150000001,-79.51278556468601
2410,659000.0,649900.0,3.0,3.0,2500.0,2.0,1,"27 Port Union Rd, Toronto ",43.77739596666667,-79.1355972
2411,4100000.0,4195000.0,4.51,5.0,,2.0,3,"36 St Andrews Gdns, Toronto ",43.685682799685964,-79.37547116809074
2412,2525000.0,2599000.0,4.51,4.0,,4.0,3,"101 Bideford Ave, Toronto ",43.7455046,-79.425618
2413,700000.0,725000.0,2.0,1.0,,1.0,3,"95 Lake Cres, Toronto ",43.60618604285714,-79.49641051190477
2414,3708880.0,3988000.0,4.52,7.0,,4.0,3,"26 Danville Dr, Toronto ",43.75015812,-79.39527164
2415,2200000.0,2388000.0,4.51,5.0,,2.0,3,"157 Florence Ave, Toronto ",43.7564566,-79.4175184
2416,1060000.0,1125000.0,4.0,2.0,,2.0,3,"35 Snowcrest Ave, Toronto ",43.791873030798854,-79.38446660976831
2417,1555000.0,1374000.0,5.0,2.0,,0.0,3,"135 Marion St, Toronto ",43.641044885714294,-79.44607095714284
